0 0 0.000000
1 4 0.000036
2 5 0.000045
3 9 0.000081
4 10 0.000090
5 12 0.000108
6 12 0.000108
7 11 0.000099
8 11 0.000099
9 17 0.000153
10 21 0.000190
11 32 0.000289
12 29 0.000262
13 33 0.000298
14 27 0.000244
15 38 0.000343
16 39 0.000352
17 30 0.000271
18 45 0.000406
19 35 0.000316
20 42 0.000379
21 52 0.000469
22 53 0.000478
23 53 0.000478
24 47 0.000424
25 58 0.000523
26 49 0.000442
27 55 0.000496
28 48 0.000433
29 42 0.000379
30 51 0.000460
31 48 0.000433
32 63 0.000569
33 44 0.000397
34 57 0.000514
35 48 0.000433
36 46 0.000415
37 49 0.000442
38 45 0.000406
39 54 0.000487
40 58 0.000523
41 48 0.000433
42 61 0.000551
43 50 0.000451
44 56 0.000505
45 46 0.000415
46 61 0.000551
47 47 0.000424
48 67 0.000605
49 66 0.000596
50 54 0.000487
51 67 0.000605
52 62 0.000560
53 57 0.000514
54 63 0.000569
55 78 0.000704
56 64 0.000578
57 58 0.000523
58 49 0.000442
59 76 0.000686
60 62 0.000560
61 87 0.000785
62 74 0.000668
63 82 0.000740
64 95 0.000857
65 85 0.000767
66 94 0.000848
67 77 0.000695
68 104 0.000939
69 92 0.000830
70 91 0.000821
71 96 0.000866
72 101 0.000912
73 116 0.001047
74 96 0.000866
75 108 0.000975
76 119 0.001074
77 115 0.001038
78 114 0.001029
79 123 0.001110
80 122 0.001101
81 135 0.001218
82 122 0.001101
83 139 0.001254
84 141 0.001273
85 158 0.001426
86 186 0.001679
87 204 0.001841
88 229 0.002067
89 325 0.002933
90 348 0.003141
91 444 0.004007
92 571 0.005153
93 683 0.006164
94 812 0.007328
95 988 0.008917
96 1341 0.012103
97 1529 0.013799
98 1797 0.016218
99 2020 0.018231
100 2301 0.020767
101 2609 0.023547
102 2759 0.024900
103 3126 0.028212
104 3188 0.028772
105 3193 0.028817
106 3163 0.028546
107 3058 0.027599
108 2903 0.026200
109 2968 0.026787
110 2988 0.026967
111 2866 0.025866
112 2785 0.025135
113 2746 0.024783
114 2710 0.024458
115 2715 0.024503
116 2615 0.023601
117 2644 0.023862
118 2542 0.022942
119 2437 0.021994
120 2281 0.020586
121 2134 0.019260
122 2022 0.018249
123 2013 0.018168
124 1994 0.017996
125 1761 0.015893
126 1758 0.015866
127 1622 0.014639
128 1286 0.011606
129 1085 0.009792
130 890 0.008032
131 581 0.005244
132 388 0.003502
133 267 0.002410
134 214 0.001931
135 136 0.001227
136 88 0.000794
137 76 0.000686
138 51 0.000460
139 54 0.000487
140 47 0.000424
141 40 0.000361
142 38 0.000343
143 45 0.000406
144 38 0.000343
145 46 0.000415
146 45 0.000406
147 39 0.000352
148 32 0.000289
149 45 0.000406
150 45 0.000406
151 34 0.000307
152 35 0.000316
153 44 0.000397
154 27 0.000244
155 45 0.000406
156 47 0.000424
157 50 0.000451
158 44 0.000397
159 31 0.000280
160 42 0.000379
161 47 0.000424
162 51 0.000460
163 47 0.000424
164 43 0.000388
165 57 0.000514
166 45 0.000406
167 34 0.000307
168 65 0.000587
169 70 0.000632
170 58 0.000523
171 74 0.000668
172 81 0.000731
173 94 0.000848
174 76 0.000686
175 79 0.000713
176 92 0.000830
177 114 0.001029
178 124 0.001119
179 135 0.001218
180 113 0.001020
181 111 0.001002
182 138 0.001245
183 144 0.001300
184 131 0.001182
185 132 0.001191
186 120 0.001083
187 139 0.001254
188 138 0.001245
189 121 0.001092
190 124 0.001119
191 138 0.001245
192 126 0.001137
193 117 0.001056
194 143 0.001291
195 117 0.001056
196 123 0.001110
197 128 0.001155
198 139 0.001254
199 115 0.001038
200 127 0.001146
201 166 0.001498
202 167 0.001507
203 160 0.001444
204 175 0.001579
205 192 0.001733
206 165 0.001489
207 201 0.001814
208 178 0.001606
209 192 0.001733
210 207 0.001868
211 201 0.001814
212 197 0.001778
213 186 0.001679
214 174 0.001570
215 194 0.001751
216 219 0.001976
217 216 0.001949
218 188 0.001697
219 206 0.001859
220 210 0.001895
221 237 0.002139
222 264 0.002383
223 259 0.002338
224 302 0.002726
225 339 0.003060
226 371 0.003348
227 430 0.003881
228 466 0.004206
229 487 0.004395
230 554 0.005000
231 765 0.006904
232 1094 0.009873
233 551 0.004973
234 419 0.003782
235 309 0.002789
236 285 0.002572
237 211 0.001904
238 185 0.001670
239 153 0.001381
240 126 0.001137
241 81 0.000731
242 83 0.000749
243 50 0.000451
244 45 0.000406
245 37 0.000334
246 24 0.000217
247 24 0.000217
248 21 0.000190
249 16 0.000144
250 12 0.000108
251 7 0.000063
252 9 0.000081
253 7 0.000063
254 2 0.000018
255 0 0.000000
